Samples LFR labels
graphLFR05_333 0.5 2
graphLFR05_334 0.5 2
graphLFR05_335 0.5 2
graphLFR05_336 0.5 2
graphLFR05_337 0.5 2
graphLFR05_338 0.5 2
graphLFR05_339 0.5 2
graphLFR05_340 0.5 2
graphLFR05_341 0.5 2
graphLFR05_342 0.5 2
graphLFR05_343 0.5 2
graphLFR05_344 0.5 2
graphLFR05_345 0.5 2
graphLFR05_346 0.5 2
graphLFR05_347 0.5 2
graphLFR05_348 0.5 2
graphLFR05_349 0.5 2
graphLFR05_350 0.5 2
graphLFR05_351 0.5 2
graphLFR05_352 0.5 2
graphLFR05_353 0.5 2
graphLFR05_354 0.5 2
graphLFR05_355 0.5 2
graphLFR05_356 0.5 2
graphLFR05_357 0.5 2
graphLFR05_358 0.5 2
graphLFR05_359 0.5 2
graphLFR05_360 0.5 2
graphLFR05_361 0.5 2
graphLFR05_362 0.5 2
graphLFR05_363 0.5 2
graphLFR05_364 0.5 2
graphLFR05_365 0.5 2
graphLFR05_366 0.5 2
graphLFR05_367 0.5 2
graphLFR05_368 0.5 2
graphLFR05_369 0.5 2
graphLFR05_370 0.5 2
graphLFR05_371 0.5 2
graphLFR05_372 0.5 2
graphLFR05_373 0.5 2
graphLFR05_374 0.5 2
graphLFR05_375 0.5 2
graphLFR05_376 0.5 2
graphLFR05_377 0.5 2
graphLFR05_378 0.5 2
graphLFR05_379 0.5 2
graphLFR05_380 0.5 2
graphLFR05_381 0.5 2
graphLFR05_382 0.5 2
graphLFR05_383 0.5 2
graphLFR05_384 0.5 2
graphLFR05_385 0.5 2
graphLFR05_386 0.5 2
graphLFR05_387 0.5 2
graphLFR05_388 0.5 2
graphLFR05_389 0.5 2
graphLFR05_390 0.5 2
graphLFR05_391 0.5 2
graphLFR05_392 0.5 2
graphLFR05_393 0.5 2
graphLFR05_394 0.5 2
graphLFR05_395 0.5 2
graphLFR05_396 0.5 2
graphLFR05_397 0.5 2
graphLFR05_398 0.5 2
graphLFR05_399 0.5 2
graphLFR05_400 0.5 2
graphLFR05_401 0.5 2
graphLFR05_402 0.5 2
graphLFR05_403 0.5 2
graphLFR05_404 0.5 2
graphLFR05_405 0.5 2
graphLFR05_406 0.5 2
graphLFR05_407 0.5 2
graphLFR05_408 0.5 2
graphLFR05_409 0.5 2
graphLFR05_410 0.5 2
graphLFR05_411 0.5 2
graphLFR05_412 0.5 2
graphLFR05_413 0.5 2
graphLFR05_414 0.5 2
graphLFR05_415 0.5 2
graphLFR05_416 0.5 2
graphLFR05_417 0.5 2
graphLFR05_418 0.5 2
graphLFR05_419 0.5 2
graphLFR05_420 0.5 2
graphLFR05_421 0.5 2
graphLFR05_422 0.5 2
graphLFR05_423 0.5 2
graphLFR05_424 0.5 2
graphLFR05_425 0.5 2
graphLFR05_426 0.5 2
graphLFR05_427 0.5 2
graphLFR05_428 0.5 2
graphLFR05_429 0.5 2
graphLFR05_430 0.5 2
graphLFR05_431 0.5 2
graphLFR05_432 0.5 2
graphLFR05_433 0.5 2
graphLFR05_434 0.5 2
graphLFR05_435 0.5 2
graphLFR05_436 0.5 2
graphLFR05_437 0.5 2
graphLFR05_438 0.5 2
graphLFR05_439 0.5 2
graphLFR05_440 0.5 2
graphLFR05_441 0.5 2
graphLFR05_442 0.5 2
graphLFR05_443 0.5 2
graphLFR05_444 0.5 2
graphLFR05_445 0.5 2
graphLFR05_446 0.5 2
graphLFR05_447 0.5 2
graphLFR05_448 0.5 2
graphLFR05_449 0.5 2
graphLFR05_450 0.5 2
graphLFR05_451 0.5 2
graphLFR05_452 0.5 2
graphLFR05_453 0.5 2
graphLFR05_454 0.5 2
graphLFR05_455 0.5 2
graphLFR05_456 0.5 2
graphLFR05_457 0.5 2
graphLFR05_458 0.5 2
graphLFR05_459 0.5 2
graphLFR05_460 0.5 2
graphLFR05_461 0.5 2
graphLFR05_462 0.5 2
graphLFR05_463 0.5 2
graphLFR05_464 0.5 2
graphLFR05_465 0.5 2
graphLFR05_466 0.5 2
graphLFR05_467 0.5 2
graphLFR05_468 0.5 2
graphLFR05_469 0.5 2
graphLFR05_470 0.5 2
graphLFR05_471 0.5 2
graphLFR05_472 0.5 2
graphLFR05_473 0.5 2
graphLFR05_474 0.5 2
graphLFR05_475 0.5 2
graphLFR05_476 0.5 2
graphLFR05_477 0.5 2
graphLFR05_478 0.5 2
graphLFR05_479 0.5 2
graphLFR05_480 0.5 2
graphLFR05_481 0.5 2
graphLFR05_482 0.5 2
graphLFR05_483 0.5 2
graphLFR05_484 0.5 2
graphLFR05_485 0.5 2
graphLFR05_486 0.5 2
graphLFR05_487 0.5 2
graphLFR05_488 0.5 2
graphLFR05_489 0.5 2
graphLFR05_490 0.5 2
graphLFR05_491 0.5 2
graphLFR05_492 0.5 2
graphLFR05_493 0.5 2
graphLFR05_494 0.5 2
graphLFR05_495 0.5 2
graphLFR05_496 0.5 2
graphLFR05_497 0.5 2
graphLFR05_498 0.5 2
graphLFR05_499 0.5 2
graphLFR05_500 0.5 2
graphLFR05_501 0.5 2
graphLFR05_502 0.5 2
graphLFR05_503 0.5 2
graphLFR05_504 0.5 2
graphLFR05_505 0.5 2
graphLFR05_506 0.5 2
graphLFR05_507 0.5 2
graphLFR05_508 0.5 2
graphLFR05_509 0.5 2
graphLFR05_510 0.5 2
graphLFR05_511 0.5 2
graphLFR05_512 0.5 2
graphLFR05_513 0.5 2
graphLFR05_514 0.5 2
graphLFR05_515 0.5 2
graphLFR05_516 0.5 2
graphLFR05_517 0.5 2
graphLFR05_518 0.5 2
graphLFR05_519 0.5 2
graphLFR05_520 0.5 2
graphLFR05_521 0.5 2
graphLFR05_522 0.5 2
graphLFR05_523 0.5 2
graphLFR05_524 0.5 2
graphLFR05_525 0.5 2
graphLFR05_526 0.5 2
graphLFR05_527 0.5 2
graphLFR05_528 0.5 2
graphLFR05_529 0.5 2
graphLFR05_530 0.5 2
graphLFR05_531 0.5 2
graphLFR05_532 0.5 2
graphLFR05_533 0.5 2
graphLFR05_534 0.5 2
graphLFR05_535 0.5 2
graphLFR05_536 0.5 2
graphLFR05_537 0.5 2
graphLFR05_538 0.5 2
graphLFR05_539 0.5 2
graphLFR05_540 0.5 2
graphLFR05_541 0.5 2
graphLFR05_542 0.5 2
graphLFR05_543 0.5 2
graphLFR05_544 0.5 2
graphLFR05_545 0.5 2
graphLFR05_546 0.5 2
graphLFR05_547 0.5 2
graphLFR05_548 0.5 2
graphLFR05_549 0.5 2
graphLFR05_550 0.5 2
graphLFR05_551 0.5 2
graphLFR05_552 0.5 2
graphLFR05_553 0.5 2
graphLFR05_554 0.5 2
graphLFR05_555 0.5 2
graphLFR05_556 0.5 2
graphLFR05_557 0.5 2
graphLFR05_558 0.5 2
graphLFR05_559 0.5 2
graphLFR05_560 0.5 2
graphLFR05_561 0.5 2
graphLFR05_562 0.5 2
graphLFR05_563 0.5 2
graphLFR05_564 0.5 2
graphLFR05_565 0.5 2
graphLFR05_566 0.5 2
graphLFR05_567 0.5 2
graphLFR05_568 0.5 2
graphLFR05_569 0.5 2
graphLFR05_570 0.5 2
graphLFR05_571 0.5 2
graphLFR05_572 0.5 2
graphLFR05_573 0.5 2
graphLFR05_574 0.5 2
graphLFR05_575 0.5 2
graphLFR05_576 0.5 2
graphLFR05_577 0.5 2
graphLFR05_578 0.5 2
graphLFR05_579 0.5 2
graphLFR05_580 0.5 2
graphLFR05_581 0.5 2
graphLFR05_582 0.5 2
graphLFR05_583 0.5 2
graphLFR05_584 0.5 2
graphLFR05_585 0.5 2
graphLFR05_586 0.5 2
graphLFR05_587 0.5 2
graphLFR05_588 0.5 2
graphLFR05_589 0.5 2
graphLFR05_590 0.5 2
graphLFR05_591 0.5 2
graphLFR05_592 0.5 2
graphLFR05_593 0.5 2
graphLFR05_594 0.5 2
graphLFR05_595 0.5 2
graphLFR05_596 0.5 2
graphLFR05_597 0.5 2
graphLFR05_598 0.5 2
graphLFR05_599 0.5 2
graphLFR05_600 0.5 2
graphLFR05_601 0.5 2
graphLFR05_602 0.5 2
graphLFR05_603 0.5 2
graphLFR05_604 0.5 2
graphLFR05_605 0.5 2
graphLFR05_606 0.5 2
graphLFR05_607 0.5 2
graphLFR05_608 0.5 2
graphLFR05_609 0.5 2
graphLFR05_610 0.5 2
graphLFR05_611 0.5 2
graphLFR05_612 0.5 2
graphLFR05_613 0.5 2
graphLFR05_614 0.5 2
graphLFR05_615 0.5 2
graphLFR05_616 0.5 2
graphLFR05_617 0.5 2
graphLFR05_618 0.5 2
graphLFR05_619 0.5 2
graphLFR05_620 0.5 2
graphLFR05_621 0.5 2
graphLFR05_622 0.5 2
graphLFR05_623 0.5 2
graphLFR05_624 0.5 2
graphLFR05_625 0.5 2
graphLFR05_626 0.5 2
graphLFR05_627 0.5 2
graphLFR05_628 0.5 2
graphLFR05_629 0.5 2
graphLFR05_630 0.5 2
graphLFR05_631 0.5 2
graphLFR05_632 0.5 2
graphLFR05_633 0.5 2
graphLFR05_634 0.5 2
graphLFR05_635 0.5 2
graphLFR05_636 0.5 2
graphLFR05_637 0.5 2
graphLFR05_638 0.5 2
graphLFR05_639 0.5 2
graphLFR05_640 0.5 2
graphLFR05_641 0.5 2
graphLFR05_642 0.5 2
graphLFR05_643 0.5 2
graphLFR05_644 0.5 2
graphLFR05_645 0.5 2
graphLFR05_646 0.5 2
graphLFR05_647 0.5 2
graphLFR05_648 0.5 2
graphLFR05_649 0.5 2
graphLFR05_650 0.5 2
graphLFR05_651 0.5 2
graphLFR05_652 0.5 2
graphLFR05_653 0.5 2
graphLFR05_654 0.5 2
graphLFR05_655 0.5 2
graphLFR05_656 0.5 2
graphLFR05_657 0.5 2
graphLFR05_658 0.5 2
graphLFR05_659 0.5 2
graphLFR05_660 0.5 2
graphLFR05_661 0.5 2
graphLFR05_662 0.5 2
graphLFR05_663 0.5 2
graphLFR05_664 0.5 2
graphLFR05_665 0.5 2
graphLFR05_666 0.5 2
graphLFR05_667 0.5 2
graphLFR05_668 0.5 2
graphLFR05_669 0.5 2
graphLFR05_670 0.5 2
graphLFR05_671 0.5 2
graphLFR05_672 0.5 2
graphLFR05_673 0.5 2
graphLFR05_674 0.5 2
graphLFR05_675 0.5 2
graphLFR05_676 0.5 2
graphLFR05_677 0.5 2
graphLFR05_678 0.5 2
graphLFR05_679 0.5 2
graphLFR05_680 0.5 2
graphLFR05_681 0.5 2
graphLFR05_682 0.5 2
graphLFR05_683 0.5 2
graphLFR05_684 0.5 2
graphLFR05_685 0.5 2
graphLFR05_686 0.5 2
graphLFR05_687 0.5 2
graphLFR05_688 0.5 2
graphLFR05_689 0.5 2
graphLFR05_690 0.5 2
graphLFR05_691 0.5 2
graphLFR05_692 0.5 2
graphLFR05_693 0.5 2
graphLFR05_694 0.5 2
graphLFR05_695 0.5 2
graphLFR05_696 0.5 2
graphLFR05_697 0.5 2
graphLFR05_698 0.5 2
graphLFR05_699 0.5 2
graphLFR05_700 0.5 2
graphLFR05_701 0.5 2
graphLFR05_702 0.5 2
graphLFR05_703 0.5 2
graphLFR05_704 0.5 2
graphLFR05_705 0.5 2
graphLFR05_706 0.5 2
graphLFR05_707 0.5 2
graphLFR05_708 0.5 2
graphLFR05_709 0.5 2
graphLFR05_710 0.5 2
graphLFR05_711 0.5 2
graphLFR05_712 0.5 2
graphLFR05_713 0.5 2
graphLFR05_714 0.5 2
graphLFR05_715 0.5 2
graphLFR05_716 0.5 2
graphLFR05_717 0.5 2
graphLFR05_718 0.5 2
graphLFR05_719 0.5 2
graphLFR05_720 0.5 2
graphLFR05_721 0.5 2
graphLFR05_722 0.5 2
graphLFR05_723 0.5 2
graphLFR05_724 0.5 2
graphLFR05_725 0.5 2
graphLFR05_726 0.5 2
graphLFR05_727 0.5 2
graphLFR05_728 0.5 2
graphLFR05_729 0.5 2
graphLFR05_730 0.5 2
graphLFR05_731 0.5 2
graphLFR05_732 0.5 2
graphLFR05_733 0.5 2
graphLFR05_734 0.5 2
graphLFR05_735 0.5 2
graphLFR05_736 0.5 2
graphLFR05_737 0.5 2
graphLFR05_738 0.5 2
graphLFR05_739 0.5 2
graphLFR05_740 0.5 2
graphLFR05_741 0.5 2
graphLFR05_742 0.5 2
graphLFR05_743 0.5 2
graphLFR05_744 0.5 2
graphLFR05_745 0.5 2
graphLFR05_746 0.5 2
graphLFR05_747 0.5 2
graphLFR05_748 0.5 2
graphLFR05_749 0.5 2
graphLFR05_750 0.5 2
graphLFR05_751 0.5 2
graphLFR05_752 0.5 2
graphLFR05_753 0.5 2
graphLFR05_754 0.5 2
graphLFR05_755 0.5 2
graphLFR05_756 0.5 2
graphLFR05_757 0.5 2
graphLFR05_758 0.5 2
graphLFR05_759 0.5 2
graphLFR05_760 0.5 2
graphLFR05_761 0.5 2
graphLFR05_762 0.5 2
graphLFR05_763 0.5 2
graphLFR05_764 0.5 2
graphLFR05_765 0.5 2
graphLFR05_766 0.5 2
graphLFR05_767 0.5 2
graphLFR05_768 0.5 2
graphLFR05_769 0.5 2
graphLFR05_770 0.5 2
graphLFR05_771 0.5 2
graphLFR05_772 0.5 2
graphLFR05_773 0.5 2
graphLFR05_774 0.5 2
graphLFR05_775 0.5 2
graphLFR05_776 0.5 2
graphLFR05_777 0.5 2
graphLFR05_778 0.5 2
graphLFR05_779 0.5 2
graphLFR05_780 0.5 2
graphLFR05_781 0.5 2
graphLFR05_782 0.5 2
graphLFR05_783 0.5 2
graphLFR05_784 0.5 2
graphLFR05_785 0.5 2
graphLFR05_786 0.5 2
graphLFR05_787 0.5 2
graphLFR05_788 0.5 2
graphLFR05_789 0.5 2
graphLFR05_790 0.5 2
graphLFR05_791 0.5 2
graphLFR05_792 0.5 2
graphLFR05_793 0.5 2
graphLFR05_794 0.5 2
graphLFR05_795 0.5 2
graphLFR05_796 0.5 2
graphLFR05_797 0.5 2
graphLFR05_798 0.5 2
graphLFR05_799 0.5 2
graphLFR05_800 0.5 2
graphLFR05_801 0.5 2
graphLFR05_802 0.5 2
graphLFR05_803 0.5 2
graphLFR05_804 0.5 2
graphLFR05_805 0.5 2
graphLFR05_806 0.5 2
graphLFR05_807 0.5 2
graphLFR05_808 0.5 2
graphLFR05_809 0.5 2
graphLFR05_810 0.5 2
graphLFR05_811 0.5 2
graphLFR05_812 0.5 2
graphLFR05_813 0.5 2
graphLFR05_814 0.5 2
graphLFR05_815 0.5 2
graphLFR05_816 0.5 2
graphLFR05_817 0.5 2
graphLFR05_818 0.5 2
graphLFR05_819 0.5 2
graphLFR05_820 0.5 2
graphLFR05_821 0.5 2
graphLFR05_822 0.5 2
graphLFR05_823 0.5 2
graphLFR05_824 0.5 2
graphLFR05_825 0.5 2
graphLFR05_826 0.5 2
graphLFR05_827 0.5 2
graphLFR05_828 0.5 2
graphLFR05_829 0.5 2
graphLFR05_830 0.5 2
graphLFR05_831 0.5 2
graphLFR05_832 0.5 2
graphLFR05_833 0.5 2
graphLFR05_834 0.5 2
graphLFR05_835 0.5 2
graphLFR05_836 0.5 2
graphLFR05_837 0.5 2
graphLFR05_838 0.5 2
graphLFR05_839 0.5 2
graphLFR05_840 0.5 2
graphLFR05_841 0.5 2
graphLFR05_842 0.5 2
graphLFR05_843 0.5 2
graphLFR05_844 0.5 2
graphLFR05_845 0.5 2
graphLFR05_846 0.5 2
graphLFR05_847 0.5 2
graphLFR05_848 0.5 2
graphLFR05_849 0.5 2
graphLFR05_850 0.5 2
graphLFR05_851 0.5 2
graphLFR05_852 0.5 2
graphLFR05_853 0.5 2
graphLFR05_854 0.5 2
graphLFR05_855 0.5 2
graphLFR05_856 0.5 2
graphLFR05_857 0.5 2
graphLFR05_858 0.5 2
graphLFR05_859 0.5 2
graphLFR05_860 0.5 2
graphLFR05_861 0.5 2
graphLFR05_862 0.5 2
graphLFR05_863 0.5 2
graphLFR05_864 0.5 2
graphLFR05_865 0.5 2
graphLFR05_866 0.5 2
graphLFR05_867 0.5 2
graphLFR05_868 0.5 2
graphLFR05_869 0.5 2
graphLFR05_870 0.5 2
graphLFR05_871 0.5 2
graphLFR05_872 0.5 2
graphLFR05_873 0.5 2
graphLFR05_874 0.5 2
graphLFR05_875 0.5 2
graphLFR05_876 0.5 2
graphLFR05_877 0.5 2
graphLFR05_878 0.5 2
graphLFR05_879 0.5 2
graphLFR05_880 0.5 2
graphLFR05_881 0.5 2
graphLFR05_882 0.5 2
graphLFR05_883 0.5 2
graphLFR05_884 0.5 2
graphLFR05_885 0.5 2
graphLFR05_886 0.5 2
graphLFR05_887 0.5 2
graphLFR05_888 0.5 2
graphLFR05_889 0.5 2
graphLFR05_890 0.5 2
graphLFR05_891 0.5 2
graphLFR05_892 0.5 2
graphLFR05_893 0.5 2
graphLFR05_894 0.5 2
graphLFR05_895 0.5 2
graphLFR05_896 0.5 2
graphLFR05_897 0.5 2
graphLFR05_898 0.5 2
graphLFR05_899 0.5 2
graphLFR05_900 0.5 2
graphLFR05_901 0.5 2
graphLFR05_902 0.5 2
graphLFR05_903 0.5 2
graphLFR05_904 0.5 2
graphLFR05_905 0.5 2
graphLFR05_906 0.5 2
graphLFR05_907 0.5 2
graphLFR05_908 0.5 2
graphLFR05_909 0.5 2
graphLFR05_910 0.5 2
graphLFR05_911 0.5 2
graphLFR05_912 0.5 2
graphLFR05_913 0.5 2
graphLFR05_914 0.5 2
graphLFR05_915 0.5 2
graphLFR05_916 0.5 2
graphLFR05_917 0.5 2
graphLFR05_918 0.5 2
graphLFR05_919 0.5 2
graphLFR05_920 0.5 2
graphLFR05_921 0.5 2
graphLFR05_922 0.5 2
graphLFR05_923 0.5 2
graphLFR05_924 0.5 2
graphLFR05_925 0.5 2
graphLFR05_926 0.5 2
graphLFR05_927 0.5 2
graphLFR05_928 0.5 2
graphLFR05_929 0.5 2
graphLFR05_930 0.5 2
graphLFR05_931 0.5 2
graphLFR05_932 0.5 2
graphLFR05_933 0.5 2
graphLFR05_934 0.5 2
graphLFR05_935 0.5 2
graphLFR05_936 0.5 2
graphLFR05_937 0.5 2
graphLFR05_938 0.5 2
graphLFR05_939 0.5 2
graphLFR05_940 0.5 2
graphLFR05_941 0.5 2
graphLFR05_942 0.5 2
graphLFR05_943 0.5 2
graphLFR05_944 0.5 2
graphLFR05_945 0.5 2
graphLFR05_946 0.5 2
graphLFR05_947 0.5 2
graphLFR05_948 0.5 2
graphLFR05_949 0.5 2
graphLFR05_950 0.5 2
graphLFR05_951 0.5 2
graphLFR05_952 0.5 2
graphLFR05_953 0.5 2
graphLFR05_954 0.5 2
graphLFR05_955 0.5 2
graphLFR05_956 0.5 2
graphLFR05_957 0.5 2
graphLFR05_958 0.5 2
graphLFR05_959 0.5 2
graphLFR05_960 0.5 2
graphLFR05_961 0.5 2
graphLFR05_962 0.5 2
graphLFR05_963 0.5 2
graphLFR05_964 0.5 2
graphLFR05_965 0.5 2
graphLFR05_966 0.5 2
graphLFR05_967 0.5 2
graphLFR05_968 0.5 2
graphLFR05_969 0.5 2
graphLFR05_970 0.5 2
graphLFR05_971 0.5 2
graphLFR05_972 0.5 2
graphLFR05_973 0.5 2
graphLFR05_974 0.5 2
graphLFR05_975 0.5 2
graphLFR05_976 0.5 2
graphLFR05_977 0.5 2
graphLFR05_978 0.5 2
graphLFR05_979 0.5 2
graphLFR05_980 0.5 2
graphLFR05_981 0.5 2
graphLFR05_982 0.5 2
graphLFR05_983 0.5 2
graphLFR05_984 0.5 2
graphLFR05_985 0.5 2
graphLFR05_986 0.5 2
graphLFR05_987 0.5 2
graphLFR05_988 0.5 2
graphLFR05_989 0.5 2
graphLFR05_990 0.5 2
graphLFR05_991 0.5 2
graphLFR05_992 0.5 2
graphLFR05_993 0.5 2
graphLFR05_994 0.5 2
graphLFR05_995 0.5 2
graphLFR05_996 0.5 2
graphLFR05_997 0.5 2
graphLFR05_998 0.5 2
graphLFR05_999 0.5 2
graphLFR05_1000 0.5 2
